Business Name,Category,City,Phone Number,Website,Email
Pasta Fresca da Giovanni,Restaurant,Milano,+39 3355215743,https://pastafrescadagiovanni.altervista.org/index.html,
Sushi San,Restaurant,Milano,,https://sushisan.eatbu.com/,
Ai Balestrari,Restaurant,Milano,+39 02 84934534,https://www.aibalestrari.com/index.html,
This is not a sushi bar Navigli,Restaurant,Milano,,https://www.thisisnotasushibar.com/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Casa Matilda,Restaurant,Milano,,https://www.casamatildamilano.it/,
Fukujima,Restaurant,Milano,,https://www.fukujima.net/,
Osteria Grand Hotel,Restaurant,Milano,,https://www.grandhotelosteria.it/,ghotel@libero.it
Chic ‘n Quick Trattoria Moderna,Restaurant,Milano,,https://chicnquick.it/menu/,
Fourghetti,Restaurant,Milano,+39 02 77096239,https://www.fourghetti.com/,prenotazioni@fourghetti.com
Chunck,Restaurant,Milano,+39 02 84194720,,
Distreat,Restaurant,Milano,,https://www.distreat.it/,
Motelombroso,Restaurant,Milano,,https://motelombroso.it/,
Osteria Della Conca Fallata,Restaurant,Milano,,https://www.osteriadellaconcafallata.it/,osteriadellaconcafallata@gmail.com
Podkova,Restaurant,Milano,,https://www.podkova.it/,
La Prosciutteria,Restaurant,Milano,0289010390,,
Osaka,Restaurant,Milano,0229060678,,
Poormanger,Restaurant,Milano,,https://www.poormanger.it/menu-visual/,info@poormanger.it
Bracelleria,Restaurant,Milano,0284921897,,
Trattoria Capolinea,Restaurant,Milano,,https://www.trattoriacapolinea.it/index.php,
Osteria Mirta,Restaurant,Milano,02 9118 0496,http://www.trattoriamirta.i,
Rosita Galletto e Birra,Restaurant,Milano,,https://www.rositagalletto.it/,
Belè,Restaurant,Milano,,https://www.beleristorante.com/,info@beleristorante.com
Nishiki,Restaurant,Milano,,http://nishiki.it/,
Osteria del Corso,Restaurant,Milano,,https://www.osteriadelcorso.com/,
Degustazione,Restaurant,Milano,,https://degustazione.org/info/,info@degustazione.org
Santa Lucia,Restaurant,Milano,+39 02 97378655,http://www.pizzeriasantalucia.eu,info@pizzeriasantalucia.it
I tre marinai,Restaurant,Milano,+39 351 9389636,,
Black Pepper,Restaurant,Milano,+39 02 43414931,,
Guyot,Restaurant,Milano,+39 02 87237103,https://www.tavernaguyot.com/,info@tavernaguyot.com
Pane e tulipani,Restaurant,Milano,+39 02 6671 0401,,
El Porteno,Restaurant,Milano,,https://www.elporteno.it/,fashionstore@2x.jpg
4:20,Restaurant,Milano,+39 02 21062208,,
Sophia Loren,Restaurant,Milano,+39 02 82397721,https://www.sophialorenrestaurant.com/,
Pizzeria da Simone,Restaurant,Milano,+390239448750,,
Osteria Del Sass,Restaurant,Milano,+39 02373659,http://www.osteriadelsassmilano.com/,
Nilda's Lechon,Restaurant,Milano,+39 327 8740295,,
Mamma natura,Restaurant,Milano,+39 02 36550682,,
Tao sushi & dimsum,Restaurant,Milano,+39 334 1959788,https://linktr.ee/TaoPokeDimsum,
Bice,Restaurant,Milano,,https://www.bicemilano.it/,
Temakinho,Restaurant,Milano,,https://www.temakinho.com/pages/temakinho-milan-duomo,temakinho-logo-black_200x@2x.png
Ottocene,Restaurant,Milano,+39 328 9282828,,
Cabana,Restaurant,Milano,+39 333 787 1162,,cabanamilano.sl@gmail.com
Le Vent du nord,Restaurant,Milano,+39 02 55189027,https://www.leventdunord.it/,mbox@leventdunord.it
Acquada,Restaurant,Milano,+39 02 35945636,https://acquada.com/,
Barzac Milano,Restaurant,Milano,+39026694790,,
Corner 58,Restaurant,Milano,+39 02 49420188,,
Trattoria Caprese,Restaurant,Milano,+39 02 8372740,http://www.trattoriacaprese.it/locali/milano-cassala/,
Primero,Restaurant,Milano,+39 0266104859,,
A Milano Caribbean Food & Drink,Restaurant,Milano,,https://www.amilanocaribbean.it/,
Rovello,Restaurant,Milano,+390272093709,https://www.ristorante-rovello.it/,rovello18@gmail.com
Gennarì,Restaurant,Milano,+39 334 685 9303,https://www.pizzeriagennari.it/,
Quore Italiano,Restaurant,Milano,,https://www.quoreitaliano.it/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Il faro di Milano,Restaurant,Milano,+390258104107,https://ilfarodimilano.it/,info@ilfarodimilano.com
Mosso,Restaurant,Milano,,https://www.facebook.com/mossomilano,posta@mosso.org
Baja Sardinja,Restaurant,Milano,+39 02 569 5314,https://www.facebook.com/RistoranteBajaSardinjaMilano/,
Igiban,Restaurant,Milano,+390229519840,https://igiban.it/,igiban@gmail.com
Quadrifoglio,Restaurant,Milano,+39 02 643 8639,,
Bussarakham,Restaurant,Milano,,https://www.bussarakham.com/,
Yum - Taste of the Philippines,Restaurant,Milano,+393296114760,,
Youke,Restaurant,Milano,02 6433099,https://youkeristorante.it/,
I 2 Fratelli,Restaurant,Milano,+39 0287143623,,
Hard Rock Cafe,Restaurant,Milano,+39 02 58124970,https://www.hardrockcafe.com/location/milan/,info@hrcmilan.com
Consorzio Stoppani - La sagra della cotoletta,Restaurant,Milano,,https://www.consorziostoppani.it/,
Tagiura,Restaurant,Milano,+39 02 48950613,http://www.tagiura.it/,info@tagiura.it
Fusion Restaurant Il Nuovo Secolo,Restaurant,Milano,+39 02 4982376,https://fusionrestaurantilnuovosecolo.it/menu/,
Ricci Osteria,Restaurant,Milano,+39 02 49705612,https://www.ricciosteria.it/,
La Calanca da Leo,Restaurant,Milano,,https://lacalanca.com/,
Horto Restaurant Milano,Restaurant,Milano,+39 02 3651 7496,https://hortorestaurant.com/,ciao@hortorestaurant.com
La Brioschina,Restaurant,Milano,+39 02 40027938,https://www.labrioschina.com/,
Il Vizio Milano,Restaurant,Milano,+39 02 805 1231,https://www.ristoranteilvizio.it,
Trattoria Bolognese da Mauro,Restaurant,Milano,+39 02 8372866,,
Shri Ganesh,Restaurant,Milano,+39 02 58110933,http://www.shriganeshmilano.it/,
Materia,Restaurant,Milano,+39 02 49714985,https://materiapizzeria.com/,info@materiapizzeria.com
Emporio Armani Ristorante Milano,Restaurant,Milano,,https://locations.armani.com/restaurants-cafes-and-clubs/italy/emporio-armani-ristorante-milano,
Señorío,Restaurant,Milano,+39 02 36599315,https://senoriomilano.com/,
Lievità Pizzeria gourmet,Restaurant,Milano,,https://www.pizzeria-lievita.com,
Lezzet Istanbul,Restaurant,Milano,+39 3318107688,,
Coraje,Restaurant,Milano,+39 02 84542968,https://corajerestaurant.com/,eleonora.giannini@corajerestaurant.com
Kung Fu Bao,Restaurant,Milano,+39 02 87388210,https://kungfubao.it/,
Officina del riso,Restaurant,Milano,,https://officinedelriso.com/,
Lagrandissima,Restaurant,Milano,3425593532,,
Bebop,Restaurant,Milano,+39 02 8376972,https://www.bebopmilano.it/,bebop.milano@virgilio.it
O‘Vesuvio,Restaurant,Milano,+39518596765,,
Huaralino - Pollo a la brass,Restaurant,Milano,+39 3456855461,,
Via pasteria,Restaurant,Milano,+39 02 82816982,https://viapasteria.com/,
Brutti di mare,Restaurant,Milano,,https://www.bruttidimare.it/,
Panini di Mare,Restaurant,Milano,+390222198478,,
Ba'Ghetto,Restaurant,Milano,+39 02 4694643,https://www.baghetto.com/ristoranti/ristorante-kosher-milano/,bamilano@baghetto.com
Stramacchio,Restaurant,Milano,+39 02 80016547,http://stramacchiomozzarella.it/,
Antica Pizzeria Fiorentina,Restaurant,Milano,+39 02 58306292,http://www.anticapizzeriafiorentina.it/,info@anticapizzeriafiorentina.it
Sisili,Restaurant,Milano,+39 02 36709883,,
Birra e Polpette,Restaurant,Milano,,https://www.birraepolpette.it/,
Miscusi Milano Bocconi,Restaurant,Milano,,https://www.miscusi.com/it/ristoranti/milano-bocconi,
La Libera,Restaurant,Milano,+39 02 8053603,https://lalibera.it/it/,
San Marco,Restaurant,Milano,+39024236445,http://ristorante-sanmarco.net/index.html,
HN Restaurant & Bar,Restaurant,Milano,+390249764113,https://hn-restaurant-bar.business.site/,
Dry Aged,Restaurant,Milano,+390258107932,https://restaurant.thedryaged.it/,info@thedryaged.it
Damot,Restaurant,Milano,,https://damot.it/,info@damot.it
A Piedigrotta,Restaurant,Milano,+390289406642,https://apiedigrotta.eatbu.com/,aldofareg@yahoo.com
Quadri Bistrot,Restaurant,Milano,+39 02 47755505,https://www.quadribistrot.it/,info@quadribistrot.it
Boulevard Bistrot,Restaurant,Milano,+390221119546,,
Cotton Candy,Restaurant,Milano,+39 02 38230172,,
Cori,Restaurant,Milano,+39 02 62067566,https://www.corimilano.it/,info@corimilano.it
Magnaki,Restaurant,Milano,+39 02 47755902,https://www.magnaki.it/,
Bistrot De Milan,Restaurant,Milano,+390289401055,,infobistrotdemilan@gmail.com
Drogheria milanese,Restaurant,Milano,+390258114843,http://www.drogheriamilanese.it/,
Barrio Alto,Restaurant,Milano,,https://www.carlsbergbarrioalto.it/,
Ristorante Pizzeria Ebramo,Restaurant,Milano,+39 320 385 6458,,
Vibe,Restaurant,Milano,+39 328 6115469,https://vibe-restaurant.it/,info@vibe-restaurant.it
L'Angolo Nascosto,Restaurant,Milano,,https://langolonascosto.com/,
Padella Pazza,Restaurant,Vimodrone,+390236720856,https://www.padellapazza.it/,
Padellina,Restaurant,Vimodrone,+393394658797,https://padellina.cristianoandpartners.it,
Arcano,Restaurant,Milano,+390249726991,https://www.arcanomilano.it,info@arcanomilano.it
Dada café,Restaurant,Milano,,https://www.superstudiogroup.com/i/barri/cafe-restaurants.html,dadacafe@newteambanqueting.com
Pizzando Grigliando,Restaurant,Milano,,https://www.pizzandogrigliando.com/,info@pizzandogrigliando.com
La Esse Romagnola,Restaurant,Milano,+39 02 6408 8560,,tortona.milano@laesseromagnolastore.it
Canaglia,Restaurant,Milano,+39 3313336316,https://canagliamilano.it/,canagliamilano@gmail.com
Quantico,Restaurant,Milano,,https://www.quanticomilano.com/,quanticomilano@gmail.com
Hamerica's,Restaurant,Milano,+3902475867,https://www.hamericas.com/,
Hujiang,Restaurant,Milano,+39024238725,,
Piedra del Sol,Restaurant,Milano,3270159656,https://piedradelsol.it/,
Luckymo - Pub & Restaurant,Restaurant,Milano,+390249362718,https://www.facebook.com/Lukymomilano/,
MAOmi,Restaurant,Milano,,https://www.facebook.com/maomipokeuramaki/,
Nelson pub,Restaurant,Milano,+390239810998,https://www.facebook.com/people/Nelson-Pub/100077772120914/,
Kungfu Bao2,Restaurant,Milano,+390236569205,,
L'Antica Pizzeria da Michele,Restaurant,Milano,+390266711538,https://www.damichele.net/,info@damichele.net
A Casa Eatery,Restaurant,Milano,+390236743350,https://it-it.facebook.com/aCasaEateryMilano/,info.acasaeatery@gmail.com
Ishi restaurant fusion,Restaurant,Milano,+393665426215,https://ishifusion.it/,info@ishifusion.it
Ristorante pizzeria San Carlo,Restaurant,Milano,+3902474569,https://it-it.facebook.com/Ristorante.San.Carlo.Milano/,ristorantepizzeriasancarlo@gmail.com
Osteria dal Cornuto,Restaurant,Milano,+39 02 49527323,https://www.osteriadalcornuto.com/,
The Dome,Restaurant,Milano,,https://www.thedomemilano.com/,info@thedomemilano.com
Olio,Restaurant,Milano,+39 02 2052 0503,https://www.olioristorante.com/,info@olioristorante.com
Pupuseria Karina,Restaurant,Milano,+39  02 91665 323,https://pupuseriakarina.erreristorante.it/,
Velavevodetto,Restaurant,Milano,+390292863557,https://www.ristorantevelavevodetto.it/,info@velavevodetto.it
Latterie 1952,Restaurant,Milano,+39 02 84047873,,
Giardino Nuovo,Restaurant,Milano,+39 02 34291 0,https://giardinonuovo.eatbu.com,
Maison Touareg,Restaurant,Milano,+39 02 99241 802,https://maison-touareg.business.site,
Anima,Restaurant,Milano,+39 02.622.78.500,https://www.enricobartolini.net/ristorante-milano-verticale,prenotazioni@ristoranteanima.com
Testone - Darsena,Restaurant,Milano,02 9155 8371,,
Hayami,Restaurant,Milano,+393276633888,,
DedasPuri,Restaurant,Milano,+390284574576,https://www.dedaspuri.it/,
Beef Club,Restaurant,Milano,+390251823951,https://www.beefclubmilano.it/,INFO@BEEFCLUBMILANO.IT
Autem,Restaurant,Milano,,https://autem-milano.com/,
Marecrudo,Restaurant,Milano,+39 02 58316012,https://marecrudo.com/,info@marecrudo.com
Rosmarino,Restaurant,Milano,+39 02 39663211,https://www.rosmarinogastronomiavegana.it/,rosmarinolagastronomia@gmail.com
El Meneghin,Restaurant,Milano,+39 340 9680270,,
DAV,Restaurant,Milano,,https://menu.davmilano.com/,
Brasileirinho,Restaurant,Milano,+39236523267,https://brasileirinhomilano.it/,
Andrea Aprea,Restaurant,Milano,,https://www.andreaaprea.com/il-caffe-bistrot/,info@andreaaprea.com
KANJI,Restaurant,Milano,,https://www.kanjimilano.it/carta-pranzo/,
Don Salvatore,Restaurant,Milano,+390234536085,,
Norman,Restaurant,Milano,+39025457572,https://www.normancucina.it,info@normancucina.it
ONO Sushi Experience,Restaurant,Milano,+39 0236599133;+39 3348885578,https://www.onosushi.eu,
Miu Sapori D'Oriente,Restaurant,Milano,+39 0235989304;+39 3334199355,https://miusaporidoriente.it,info@saporidoriente.it
Ci Sta,Restaurant,Milano,+39 02 3952 1656,https://cistapizza.com,castelfidardo@cistapizza.com
Le tre Piramidi,Restaurant,Milano,+39 02 2692 8971,https://letrepiramidi-segrate.it/,
Mastro Tortello,Restaurant,Milano,,https://mastrotortello.com,illustrazione-tortello@2x.png
10_11,Restaurant,Milano,,https://www.lungarnocollection.com/it/10-11-ristorante/,
Delicious,Restaurant,Milano,,https://ristorantepizzeriadelicious.blogspot.com/,
Quartieri Spagnoli Milano,Restaurant,Milano,,https://quartierispagnolimilano.it,info@quartierispagnolimilano.it
P.I.G. Lovers Garden,Restaurant,Milano,+390235947442,,
AUuM,Restaurant,Milano,+390270106788,https://www.auum.it/,
Mappamondo Royal,Restaurant,Milano,+390243511222,,
Toyama,Restaurant,Milano,+39  02 36727973,https://www.ristorantetoyama.it/toyama-1,stefanowbl@gmail.com
Casa Fiori Chiari,Restaurant,Milano,+390249623564,https://www.casafiorichiari.com/,info@casafiorichiari.com
Masu Masu,Restaurant,Milano,,https://www.tenoha.it/pages/masumasu,Screenshot_2023-02-04_alle_19.39.23_370x230@2x.png
Masu Masu,Restaurant,Milano,,https://www.tenoha.it/pages/masumasu,Screenshot_2023-02-04_alle_19.39.23_370x230@2x.png
Meat Crew - American Burger,Restaurant,Milano,,https://meatcrew.it/,
Sant'Ambrogio,Restaurant,Milano,+39 02 36563630,http://www.ristorantesantambrogio.com/,rayedashraf@gmail.com
Pitador,Restaurant,Milano,,https://www.pitador.it/,
La Magolfa & Go,Restaurant,Milano,+390249694048,,
Zaia,Restaurant,Milano,+39 02 89415901,https://zaia-milano.it/,zaia@aethoshotels.com
Tigells's,Restaurant,Milano,,https://tigellas.it/,
Kanpai,Restaurant,Milano,+39 02 38269862,https://www.kanpaimilano.it/,
Polpo,Restaurant,Milano,+39 02 84572974,https://www.polpopesce.it/,info@polpopesce.it
Røst,Restaurant,Milano,,https://www.rostmilano.com/,info@rostmilano.com
Bonnie & Clyde,Restaurant,Milano,+39 327 3390401;+39 389 9692577,https://bonnieandclyde-friggitoriaromana.it/,streetfood.bonnieandclyde@gmail.com
El Pollo Gordo,Restaurant,Milano,+39 02 39433111,https://elpollogordo.it/,
Zen Sushi,Restaurant,Milano,+39 02 89013557,https://zensushirestaurant.it/,iris344iris344@gmail.com
Sogni,Restaurant,Milano,,https://sogni.eu/,info@sogni.eu
Propaganda Alimentare Agriturismo Urbano,Restaurant,Milano,,https://www.propagandaalimentare.com/,ciao@propagandaalimentare.com
7Luppoli,Restaurant,Milano,,https://www.7luppolimilano.it/,info@7luppolimilano.it
Tropi&Co,Restaurant,Milano,,http://www.tropi-co.com/,tropimilano@tropi-co.com
California Bakery,Restaurant,Milano,+39 02 49696458,https://californiabakery.it/contact-us/,portaticinese@californiabakery.it
La Scighera,Restaurant,Milano,,https://www.lascighera.org/,corsi@scighera.org
Penelope a casa,Restaurant,Milano,,https://www.penelopeacasa.it/#milano,
El Gaucho,Restaurant,Milano,,https://www.elgaucho.it/,info@elgaucho.it
East River American Pub,Restaurant,Milano,,https://www.eastriver-americanpub.com/,eastriver@legalmail.it
Giardì,Restaurant,Milano,,https://www.giardifood.com/,hello@giardifood.com
Viaggi nel Gusto,Restaurant,Milano,,https://www.viagginelgusto.com/,
Via Stampa Bistrot,Restaurant,Milano,+390230554088,https://www.viastampa.it,
IKI Lasagna factory,Restaurant,Milano,+393516797655,https://lasagnafactory.it/,lasagnafactorymilano@gmail.com
Mr. Fantasy,Restaurant,Buccinasco,,,misterfantasybuccinasco@gmail.com
Panini Turro,Restaurant,Milano,+390235990964,,
Mi Casa Toasteria,Restaurant,Milano,+390236642370,https://www.micasatoasteria.it/,info@micasatoasteria.it
Gennaro Rapido A' Rot e Carrett Milano,Restaurant,Milano,02 4341 2549,https://www.gennarorapido.it/,gennarorapidopizzeria@gmail.com
Toyama 2,Restaurant,Milano,0243417339,https://www.ristorantetoyama.it/toyama-2,toyamaqinmei2021@gmail.com
Wa Di Rum,Restaurant,Milano,,https://www.wadirum.it/,info@website.com
TOG Bistrot,Restaurant,Milano,,https://togbistrot.it/,info@togbistrot.it
VegAmore,Restaurant,Milano,,https://www.vegamoremilano.com/,vegamoremilano@gmail.com
Spazio Caroli 12,Restaurant,Milano,,https://caroli12.it/,entranelteam@e-workspa.it
Trattoria del Ciumbia,Restaurant,Milano,,https://trattoriadelciumbia.com/,info@trattoriadelciumbia.com
Shoo Loong Kan,Restaurant,Milano,,https://www.shooloongkan.it/,ciao@shooloongkan.it
ZioPesce,Restaurant,Milano,+390258109145,https://www.ziopesce.com/,info@sevengroup.it
Taverna Gran Sasso,Restaurant,Milano,,https://www.instagram.com/tavernagransasso/,tavernagransasso@icloud.com
AltaRè,Restaurant,Milano,+390209949784,https://www.alta-re.it/,
Da Giordano il Bolognese,Restaurant,Milano,+30 02 58100824,http://www.dagiordanoilbolognese.it/,info@dagiordanoilbolognese.com
Come 'na vorta,Restaurant,Milano,+39 02 40701724,,
San Maurì,Restaurant,Milano,,https://www.sanmauri.it/,
Gusto Parmigiano,Restaurant,Milano,+39 02 36518884,https://www.gustoparmigiano.it/,
Matanè,Restaurant,Milano,+39 02 72193779,https://www.matanelovers.com/,wagner@matanelovers.com
Varrone Pizza,Restaurant,Milano,+39 02 36601850,https://varronepizza.com/,jobs@varronerestaurant.com
Inada Ramen,Restaurant,Milano,+39 3246686663,https://inadaramen.it/,inadaramen@gmail.com
Stella d'Asia,Restaurant,Milano,+39 3342733303,https://www.stelladasia.com/,
Al Baraka Griglieria,Restaurant,Milano,+39 0287398962,https://free.qrplanet.com/l/media?f=2804182199e181e51b035c2b37d5905f&sid=10111429,
El Manantial,Restaurant,Milano,+39 0239445667,,
Shalimar,Restaurant,Milano,+39 0291663939,http://www.shalimarristoranteindiano.it/,shalimaritalia@gmail.com
Samarkand,Restaurant,Milano,+39 3479199479,https://www.ristorantesamarkand.it,
Roppongi,Restaurant,Milano,+39 0236737473,https://www.roppongimilano.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
All American Diner,Restaurant,Milano,+39 3473729418,https://www.allamericandinermilano.it/,
Kebabbar,Restaurant,Milano,+39 0249609930,https://kebabbar.it,info@kebabbar.it
Persianissimo,Restaurant,Milano,+39 3272211993,https://persianissimo.it/,
Trattoria Al Laghett,Restaurant,Milano,+39 025691717,https://www.allaghett.it,
Pizzeria Del Ponte Decembrio,Restaurant,Milano,,http://www.pizzeriadelponte.it/milanodecembrio,
Touro Churrascaria,Restaurant,Milano,+393450508888,https://touromilano.it/,
Nuova Brianza,Restaurant,Milano,+39025062065,https://ristorantenuovabrianza.it/,
Autentiko,Restaurant,Milano,+39 02 7219 4396,https://www.autentiko.it/,
Hambroeus,Restaurant,Milano,+39 337 101 1285,https://www.facebook.com/hambroeus/,
Eggs,Restaurant,Milano,,https://www.eggsristorante.com/,info@eggsroma.com
Bikini Lee's Korean Street Food,Restaurant,Milano,+39 351 666 6986,,info@lees.it
Eolo,Restaurant,San Donato Milanese,+39 025275194,https://www.ristoranteeolo.com/,email@mail.com
Beefbar,Restaurant,Milano,,https://beefbar.com/milano/,beefbarmilano@beefbar.com
Trattoria del Pescatore,Restaurant,Milano,+39 02 58320452,https://www.trattoriadelpescatore.it/,
Blue M,Restaurant,Milano,,https://bluemmilano.com/,
Mabuhay,Restaurant,Milano,+390230065018,https://ristorantemabuhay.com/,primahengkiki@gmail.com
⁠⁠CROCCA,Restaurant,Milano,+39 02 35945483,https://crocca.it/locali/via-plinio-64-20129-milano-mi/,Info@crocca.it
DG Martini,Restaurant,Milano,,https://world.dolcegabbana.com/it/martini/,reservation.martini@dolcegabbana.it
Riad Majorelle,Restaurant,Milano,+39 02 36630228,,
Ristorante Merissi,Restaurant,Milano,+39 02 91664127,https://www.ristorantemerissimilano.it/,ristorantemerissi23@gmail.com
Ristorante arabo Al Andalus,Restaurant,Milano,+39 320 956 5207,,
Ci Sta - Buenos Aires,Restaurant,Milano,02 9710 5834,https://www.cistapizza.com/it/,
Osteria da Fortunata,Restaurant,Milano,+39 02 45472283;+390660667391,https://www.osteriadafortunata.it/contatti/,gruppodafortunata@gmail.com
Ramen Bar Akira - Isola,Restaurant,Milano,+39 02 09965308,,
Il Moro 2,Restaurant,Milano,+390248007652,http://www.ilmoro2.com/,info@ilmoro2.com
Via Pasteria - Arco della Pace,Restaurant,Milano,+390289280275,https://www.viapasteria.com/,
Settantavoltesette,Restaurant,Milano,+39 02 35955860,https://www.70volte7.it/,info@70volte7.it
Nautilus,Restaurant,Milano,+39 02 35992332,https://www.trattorianautilus.com/,info@trattorianautilus.com
Crocca,Restaurant,Milano,,https://crocca.it/locali/via-vigevano-29-20144-milano-mi/,Info@crocca.it
Billy's Place,Restaurant,Milano,,https://billysplace.eatbu.com/,
SlowSud De Angeli,Restaurant,Milano,,https://slow-sud.it/,
Antica osteria del progresso,Restaurant,Milano,,https://anticaosteriadelprogresso.com/,info@anticaosteriadelprogresso.com
Ravioli Di Lu Pechino,Restaurant,Milano,+390291943779,,
Thai Lounge Milano,Restaurant,Milano,,https://thailoungemilano.it/,info@thailoungemilano.it
Osteria Pugliese Gatto Bianco,Restaurant,Milano,+39 02 89059690,https://www.osteriapugliese.it/,
Ratanà,Restaurant,Milano,+39 0287128855,https://www.ratana.it/,
La Sidreria,Restaurant,Milano,027496017,https://lasidreria.it/,lasidreria2024@gmail.com
I cubetti,Restaurant,Milano,+39 379 254 3592,,
Pizzeria Errico Porzio,Restaurant,Milano,+39 02 80873022,https://www.pizzerierricoporzio.it/,contatti@nicolatoralbo.com
La taverna degli Arna,Restaurant,Milano,,https://www.latavernadegliarna.it/,info@latavernadegliarna.it
L'alchimia,Restaurant,Milano,+39 282870704,https://ristorantelalchimia.com/,info@ristorantelalchimia.com
Salotto Brera,Restaurant,Milano,+39 02 35954468,https://www.salottobrera.it/,info@salottobrera.it
Gòodurie Soresina,Restaurant,Milano,,https://www.gooduriesoresina.it/,
Officina del riso,Restaurant,Milano,,https://officinadelriso.com/,INFO@OFFICINEDELRISO.COM
La Baia dal 1969,Restaurant,Milano,+39 02 55194249,https://www.labaia1969.com/,labaiadal1969@gmail.com
Procaccini Milano,Restaurant,Milano,+39 02 77091277,https://procaccini.com/,milano@procaccini.com
Ronin,Restaurant,Milano,,https://www.houseofronin.it/it/venue/milano,reservations@houseofronin.it
Sato Sushi Experience,Restaurant,Milano,,https://satosushi.it/,
Pizzeria Pit'sa,Restaurant,Milano,,https://www.pizzeriapitsa.com/it/,
Trattoria de la Trebia Milano,Restaurant,Milano,025513380,,
Bugandè,Restaurant,Milano,+39  02 89400407,http://www.bugande.it/,ristorantebugande@gmail.com
L'Angolo Di Napoli,Restaurant,Milano,,https://www.angolodinapoli.com,ipartenopeisrl@gmail.com
Chack'Ramen,Restaurant,Milano,+390295846658,,
Fine Pizza,Restaurant,Milano,+39 02 81266063,https://finepizza.it/,info@finepizza.it
Casa della farina,Restaurant,Milano,+39 02 31056769,https://www.casa-farina.com/,
Spore,Restaurant,Milano,,https://sporeristorante.com/,
Camilla Pizza,Restaurant,Milano,,https://www.camillapizza.it/,info@camillapizza.it
Minami Milano,Restaurant,Milano,,https://minamimilano.payvill.com/,minamimilano@gmail.com
Rodrigo,Restaurant,Milano,+39 02 97312013,https://www.ristoranterodrigomilano.com/,info@ristoranterodrigomilano.com
Ristorante Pizzeria Petit Paradis- Pizze Senza Glutine,Restaurant,Milano,,https://www.ristorantepetitparadis.it,petitparadis2012@libero.it
Mezzaluna,Restaurant,Milano,,http://www.ristorantemezzaluna.net/,
DueLire Gastronomia Pizzeria Campana,Restaurant,Milano,,https://www.dueliremilano.it/,eliodalte@gmail.com
Gennaro Rapido A' Rot e Carrett,Restaurant,Milano,,https://www.gennarorapido.it/,gennarorapidopizzeria@gmail.com
